Nom fichier;Nb clients;Fitness de base;Nb vehicules min;Metaheuristique;Fitness resultat;Vehicules resultat;Nombre iterations;Temps d'execution;Amelioration fitness;Taille liste tabou
A3205.txt;32;2340,78;5;Tabou;931,38;5;1000;1111;1409,4;30
A3305.txt;33;2241,59;5;Tabou;926,44;5;1000;850;1315,15;30
A3306.txt;33;1641,4;6;Tabou;809,2;6;1000;883;832,21;30
A3405.txt;34;2588,6;5;Tabou;859,4;5;1000;1393;1729,2;30
A3605.txt;36;2709,0;5;Tabou;863,39;5;1000;1580;1845,61;30
A3705.txt;37;2645,34;5;Tabou;851,83;5;1000;2061;1793,51;30
A3706.txt;37;2834,02;6;Tabou;965,95;6;1000;1489;1868,07;30
A3805.txt;38;3891,84;5;Tabou;1177,88;5;1000;1290;2713,96;30
A3905.txt;39;3045,66;5;Tabou;881,18;5;1000;2136;2164,48;30
A3906.txt;39;2662,42;6;Tabou;1027,72;6;1000;1624;1634,7;30
A4406.txt;44;3132,23;6;Tabou;951,63;6;1000;2425;2180,6;30
A4506.txt;45;3404,98;6;Tabou;1112,83;6;1000;2141;2292,15;30
A4507.txt;45;3551,42;7;Tabou;1156,32;7;1000;2173;2395,1;30
A4607.txt;46;3129,41;7;Tabou;1009,37;7;1000;1946;2120,04;30
A5307.txt;53;4818,4;7;Tabou;1527,65;7;1000;3767;3290,75;30
A5407.txt;54;3970,53;7;Tabou;1182,66;7;1000;5267;2787,87;30
A5509.txt;55;4831,42;9;Tabou;1640,45;9;1000;3213;3190,97;30
A6009.txt;60;4958,85;9;Tabou;1391,47;9;1000;5269;3567,38;30
A6109.txt;61;4236,16;9;Tabou;1269,76;9;1000;3687;2966,4;30
A6208.txt;62;5528,92;8;Tabou;1533,6;8;1000;5517;3995,32;30
A6310.txt;63;4367,6;10;Tabou;1720,69;10;1000;4546;2646,91;30
A6409.txt;64;4753,87;9;Tabou;1555,97;9;1000;4300;3197,91;30
A6509.txt;65;4663,0;9;Tabou;1445,81;9;1000;7073;3217,19;30
A6909.txt;69;4758,34;9;Tabou;1464,54;9;1000;8432;3293,8;30
A8010.txt;80;6247,22;10;Tabou;1672,77;10;1000;10930;4574,45;30
c101.txt;101;4338,54;10;Tabou;1203,94;10;1000;21305;3134,59;30
c201.txt;101;5524,57;10;Tabou;1258,59;10;1000;20518;4265,98;30
r101.txt;101;5632,51;8;Tabou;1126,65;8;1000;26204;4505,86;30
